Epoch 0 Train results for TCGA-BRCA: accuracy: 35.455197704081634 recall: 35.455197704081634  precision: 27.439767146013576 fmeasure: 0.26868756212775885 mcc: -0.023192361965416568 loss: tensor(1.0973, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-LUAD: accuracy: 76.70723684210526 recall: 76.70723684210526  precision: 82.47459189813651 fmeasure: 0.7635535033931462 mcc: 0.6720185419399435 loss: tensor(0.7845, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-LUSC: accuracy: 82.45835180260048 recall: 82.45835180260048  precision: 83.93996325236142 fmeasure: 0.8216116359388926 mcc: 0.7418050573793044 loss: tensor(0.7266, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-PRAD: accuracy: 79.5708709280525 recall: 79.5708709280525  precision: 80.9827831232147 fmeasure: 0.7941168757851282 mcc: 0.6787915154130347 loss: tensor(0.7557, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-THCA: accuracy: 78.53793744971841 recall: 78.53793744971841  precision: 79.97591701834247 fmeasure: 0.7730433928449102 mcc: 0.5836270828921383 loss: tensor(0.7658, grad_fn=<DivBackward0>)
Epoch 26 Train results for TCGA-UCEC: accuracy: 82.21354166666667 recall: 82.21354166666667  precision: 83.35748881806688 fmeasure: 0.8210935850592751 mcc: 0.7255477848141519 loss: tensor(0.7270, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-BRCA: accuracy: 79.89477040816327 recall: 79.89477040816327  precision: 83.12279470552767 fmeasure: 0.7982830059235189 mcc: 0.7098112958994983 loss: tensor(0.7524, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-KIRC: accuracy: 77.52181512882625 recall: 77.52181512882625  precision: 84.007890821398 fmeasure: 0.7802220452285521 mcc: 0.6903538904672997 loss: tensor(0.7760, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-KIRP: accuracy: 80.00390625 recall: 80.00390625  precision: 81.61502387490269 fmeasure: 0.7984187916971306 mcc: 0.6854301536492722 loss: tensor(0.7508, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-LIHC: accuracy: 78.06197765261628 recall: 78.06197765261628  precision: 79.87800466765492 fmeasure: 0.7729955478400646 mcc: 0.6308563107653966 loss: tensor(0.7622, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-LUAD: accuracy: 76.64802631578948 recall: 76.64802631578948  precision: 80.21154856562593 fmeasure: 0.7660292760917039 mcc: 0.6581394504595753 loss: tensor(0.7849, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-LUSC: accuracy: 83.04659796099291 recall: 83.04659796099291  precision: 84.32601562847825 fmeasure: 0.8300392754446032 mcc: 0.7484249308137207 loss: tensor(0.7207, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-PRAD: accuracy: 73.6172955237872 recall: 73.6172955237872  precision: 76.88353601342668 fmeasure: 0.7206409447718531 mcc: 0.5855069157640826 loss: tensor(0.8153, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-THCA: accuracy: 81.18211987127917 recall: 81.18211987127917  precision: 82.49670056268461 fmeasure: 0.8085481378392029 mcc: 0.6512494985590904 loss: tensor(0.7390, grad_fn=<DivBackward0>)
Epoch 27 Train results for TCGA-UCEC: accuracy: 82.81973379629629 recall: 82.81973379629629  precision: 83.5765724416499 fmeasure: 0.8273212609938017 mcc: 0.7331103051654304 loss: tensor(0.7192, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-BRCA: accuracy: 87.05357142857143 recall: 87.05357142857143  precision: 88.20099599547483 fmeasure: 0.8712918249925569 mcc: 0.8063542932464985 loss: tensor(0.6804, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-KIRC: accuracy: 75.69634648205242 recall: 75.69634648205242  precision: 80.33421788390967 fmeasure: 0.7552283233548114 mcc: 0.6518555975608287 loss: tensor(0.7941, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-KIRP: accuracy: 75.62890625 recall: 75.62890625  precision: 77.19074297751624 fmeasure: 0.7484955642593552 mcc: 0.6199724266836238 loss: tensor(0.7950, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-LIHC: accuracy: 79.28154523982558 recall: 79.28154523982558  precision: 80.18098107733127 fmeasure: 0.7879407002130233 mcc: 0.6459250232276637 loss: tensor(0.7505, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-LUAD: accuracy: 83.21491228070175 recall: 83.21491228070175  precision: 85.26858604172904 fmeasure: 0.8320645135927662 mcc: 0.7473403016094619 loss: tensor(0.7192, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-LUSC: accuracy: 81.8645648640662 recall: 81.8645648640662  precision: 83.79555611141494 fmeasure: 0.8173424015855153 mcc: 0.7316724916494353 loss: tensor(0.7327, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-PRAD: accuracy: 76.53412086946332 recall: 76.53412086946332  precision: 79.82831560388574 fmeasure: 0.75577187016304 mcc: 0.6305747490603149 loss: tensor(0.7859, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-THCA: accuracy: 75.84818734915528 recall: 75.84818734915528  precision: 79.963170328229 fmeasure: 0.7485384839266304 mcc: 0.5598509838185831 loss: tensor(0.7928, grad_fn=<DivBackward0>)
Epoch 28 Train results for TCGA-UCEC: accuracy: 83.46064814814815 recall: 83.46064814814815  precision: 84.03809656564422 fmeasure: 0.8344851029778199 mcc: 0.742674458687477 loss: tensor(0.7139, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-BRCA: accuracy: 81.96481717687074 recall: 81.96481717687074  precision: 84.31512554578342 fmeasure: 0.8160197299868412 mcc: 0.731209271448263 loss: tensor(0.7317, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-KIRC: accuracy: 71.75044043162299 recall: 71.75044043162299  precision: 75.08414277633347 fmeasure: 0.7082498840893787 mcc: 0.5881757901188652 loss: tensor(0.8340, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-KIRP: accuracy: 76.7578125 recall: 76.7578125  precision: 79.01315550494625 fmeasure: 0.7650500640378457 mcc: 0.650915017664101 loss: tensor(0.7840, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-LIHC: accuracy: 80.42900617732558 recall: 80.42900617732558  precision: 81.18706317088844 fmeasure: 0.799652412788847 mcc: 0.6633205453779558 loss: tensor(0.7351, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-LUAD: accuracy: 82.5279605263158 recall: 82.5279605263158  precision: 84.01747322369442 fmeasure: 0.8224097456384944 mcc: 0.7324025495847216 loss: tensor(0.7259, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-LUSC: accuracy: 80.35377881205675 recall: 80.35377881205675  precision: 82.16861837717612 fmeasure: 0.8003503349777915 mcc: 0.711922064259056 loss: tensor(0.7474, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-PRAD: accuracy: 79.5262882294352 recall: 79.5262882294352  precision: 81.00746830067568 fmeasure: 0.7920352787767183 mcc: 0.6747815147188495 loss: tensor(0.7557, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-THCA: accuracy: 75.05530973451327 recall: 75.05530973451327  precision: 79.5987437097248 fmeasure: 0.7391044693622397 mcc: 0.549835897993394 loss: tensor(0.8007, grad_fn=<DivBackward0>)
Epoch 29 Train results for TCGA-UCEC: accuracy: 79.60792824074073 recall: 79.60792824074073  precision: 81.5583912737586 fmeasure: 0.7915900812650443 mcc: 0.6868484293267095 loss: tensor(0.7495, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-BRCA: accuracy: 78.71758078231292 recall: 78.71758078231292  precision: 81.98578877277087 fmeasure: 0.7817570130498733 mcc: 0.6880019764784765 loss: tensor(0.7641, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-KIRC: accuracy: 81.18118255890774 recall: 81.18118255890774  precision: 84.4619629793852 fmeasure: 0.8117009312214292 mcc: 0.7283641765730907 loss: tensor(0.7393, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-KIRP: accuracy: 72.3125 recall: 72.3125  precision: 75.0371332145922 fmeasure: 0.7147085380531851 mcc: 0.5808458403364196 loss: tensor(0.8281, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-LIHC: accuracy: 79.8084347747093 recall: 79.8084347747093  precision: 80.91288327852871 fmeasure: 0.795558694448584 mcc: 0.6541485768893968 loss: tensor(0.7434, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-LUAD: accuracy: 84.44599780701753 recall: 84.44599780701753  precision: 85.56789931228568 fmeasure: 0.8446392867739432 mcc: 0.7634126137035215 loss: tensor(0.7066, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-LUSC: accuracy: 80.29329196217493 recall: 80.29329196217493  precision: 82.04496611183025 fmeasure: 0.799171435158949 mcc: 0.7056325769458258 loss: tensor(0.7480, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-PRAD: accuracy: 77.86821464143426 recall: 77.86821464143426  precision: 80.21637154915966 fmeasure: 0.7735649475592373 mcc: 0.6571217255754922 loss: tensor(0.7724, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-THCA: accuracy: 75.60212188254224 recall: 75.60212188254224  precision: 80.3432728333065 fmeasure: 0.724365539483139 mcc: 0.526665994768133 loss: tensor(0.7952, grad_fn=<DivBackward0>)
Epoch 30 Train results for TCGA-UCEC: accuracy: 81.83304398148148 recall: 81.83304398148148  precision: 83.27156631682898 fmeasure: 0.8156315422494594 mcc: 0.724095052100218 loss: tensor(0.7288, grad_fn=<DivBackward0>)
